kanji,num,meanings,radicals,kanji_in_theme_meaning,theme,subtheme
辣,2028,pungent:spicy:harsh:cruel:severe,｜十口木立辛,spicy,Emotions_and_Senses,Senses
乱,2029,riot:war:disorder:disturb,乙口舌,,,
卵,2030,egg:ovum:spawn:roe,丶丿卜,egg,Food_and_Drink,
覧,2031,perusal:see,丿二臣見,,,
濫,2032,excessive:overflow:spread out,丿二皿臣氵,,,
藍,2033,indigo,丿二皿臣艹,indigo,Physical_Attributes_and_Properties,Colours
欄,2034,column:handrail:blank:space,｜日木田門,,,
吏,2035,officer:an official,丶丿口,,,
利,2036,profit:advantage:benefit,禾刂,,,
里,2037,ri:village:parent's home:league,,countryside,Nature,Land_and_Topography
理,2038,logic:arrangement:reason:justice:truth,玉里,reason,Emotions_and_Senses,Judgment
痢,2039,diarrhea,疒禾刂,diarrhea,Body,Health
裏,2040,back:amidst:in:reverse:inside:palm:sole:rear:lining:wrong side,亠衣里,rear,Directions_and_Spatial_Relationships,
履,2041,perform:complete:footgear:shoes:boots:put on (the feet),夂尸彳日,footwear,Artificial_Structures_and_Products,Clothing_and_Textiles
璃,2042,glassy:lapis lazuli,亠凵玉禸,,,
離,2043,detach:separation:disjoin:digress,亠凵禸隹,,,
陸,2044,land:six,儿土阝.,,,
立,2045,stand up:rise:set up:erect,,stand up,Body,Actions
律,2046,rhythm:law:regulation:gauge:control,彳聿,,,
慄,2047,fear,木襾忄,fear,Emotions_and_Senses,Emotions
略,2048,abbreviation:omission:outline:shorten:capture:plunder,口夂田,,,
柳,2049,willow,卩木,willow,Nature,Plants_and_Trees
流,2050,current:a sink:flow:forfeit,亠厶巛氵,,,
留,2051,detain:fasten:halt:stop,刀厶田,,,
竜,2052,dragon:imperial,乙田立,dragon,Human_activities,Religion_and_the_Supernatural_World
粒,2053,grains:drop:counter for tiny particles,立米,grain,Food_and_Drink,
隆,2054,hump:high:noble:prosperity,夂生阝.,,,
硫,2055,sulphur,亠厶口巛石,sulphur,Nature,Natural_Substances
侶,2056,companion:follower,｜口亻,,,
旅,2057,trip:travel,丿方,to travel,Directions_and_Spatial_Relationships,Movement
虜,2058,captive:barbarian:low epithet for the enemy,力匕卜厂田虍,,,
慮,2059,prudence:thought:concern:consider:deliberate:fear,匕卜厂心田虍,,,
了,2060,complete:finish,亅,,,
両,2061,"both:old Japanese coin:counter for carriages (e.g., in a train):two",｜冂山,both,Numbers,Counting_&_Sequence
良,2062,good:pleasing:skilled,艮,good,Emotions_and_Senses,Judgment
料,2063,fee:materials,斗米,fee,Human_activities,Money_and_Commerce
涼,2064,refreshing:nice and cool,亠口小氵,,,
猟,2065,game-hunting:shooting:game:bag,几用尚犭,,,
陵,2066,mausoleum:imperial tomb:mound:hill,儿土夂阝.,,,
量,2067,quantity:measure:weight:amount:consider:estimate:surmise,日里,,,
僚,2068,colleague:official:companion,小日亻,colleague,People,Roles_and_status
領,2069,jurisdiction:dominion:territory:fief:reign,卩貝頁个,,,
寮,2070,dormitory:hostel:villa:tea pavillion,宀小日个丷,,,
療,2071,heal:cure,小日疒个丷,heal,Body,Health
瞭,2072,clear,小日目个丷,,,
糧,2073,provisions:food:bread,日米里,,,
力,2074,power:strength:strong:strain:bear up:exert,,power,Artificial_Structures_and_Products,Vehicles_and_Machines
緑,2075,green,彐水糸隶,green,Physical_Attributes_and_Properties,Colours
林,2076,grove:forest,木,grove,Nature,Plants_and_Trees
厘,2077,rin:1/10 sen:1/10 bu,厂里,(around 0.3 mm),Numbers,Units_of_Measurement
倫,2078,ethics:companion,｜亅个亻冊,,,
輪,2079,wheel:ring:circle:link:loop:counter for wheels and flowers,｜車个冊,counter for flowers or wheels,Numbers,Counters
隣,2080,neighboring,夕米舛阝.,neighbour,People,Roles_and_status
臨,2081,look to:face:meet:confront:attend:call on,丿口臣品,,,
瑠,2082,lapis lazuli,刀厶玉田,,,
涙,2083,tears:sympathy,大戸氵,tear,Body,Bodily_Functions
累,2084,accumulate:involvement:trouble:tie up:continually,田糸,,,
塁,2085,bases:fort:rampart:walls:base(ball),冫土田,,,
類,2086,sort:kind:variety:class:genus,大米貝頁,,,
令,2087,orders:laws:command:decree:good,卩个,,,
礼,2088,salute:bow:ceremony:thanks:remuneration,乙礻,,,
冷,2089,"cool:cold (beer, person):chill",冫卩个,cold,Nature,Weather
励,2090,encourage:be diligent:inspire,力厂斤,,,
戻,2091,re-:return:revert:resume:restore:go backwards,大戸,,,
例,2092,example:custom:usage:precedent,歹亻刂,,,
鈴,2093,small bell:buzzer,卩金个,bell,Artificial_Structures_and_Products,Miscellaneous_Manufactured_Items
零,2094,zero:spill:overflow:nothing:cipher,卩雨个,0,Numbers,
霊,2095,spirits:soul,｜二雨,spirit,Human_activities,Religion_and_the_Supernatural_World
隷,2096,slave:servant:prisoner:criminal:follower,二士小彐水隶,underling,People,Roles_and_status
齢,2097,age,凵卩止米齒个,,,
麗,2098,lovely:beautiful:graceful:resplendent,冂广比鹿,,,
暦,2099,calendar:almanac,厂广日木麻,calendar,Time,Divisions_of_the_Year
歴,2100,curriculum:continuation:passage of time,厂广木止麻,,,
列,2101,file:row:rank:tier:column,歹刂,"line, row",Physical_Attributes_and_Properties,Form_and_Shape
劣,2102,inferiority:be inferior to:be worse,丿力小,,,
烈,2103,ardent:violent:vehement:furious:severe:extreme,歹刂灬,,,
裂,2104,split:rend:tear,歹衣刂,,,
恋,2105,romance:in love:yearn for:miss:darling,亠八心,love,Emotions_and_Senses,Emotions
連,2106,take along:lead:join:connect:party:gang:clique,車辶,,,
廉,2107,bargain:reason:charge:suspicion:point:account:purity:honest:low price:cheap:rested:contented:peaceful,｜八广彐丷,cheap,Human_activities,Money_and_Commerce
練,2108,practice:gloss:train:drill:polish:refine,｜八日木田糸,,,
錬,2109,tempering:refine:drill:train:polish,｜八日木田金丷,,,
呂,2110,spine:backbone,口,backbone,Body,Torso_and_organs
炉,2111,hearth:furnace:kiln:reactor,戸火,,,
賂,2112,bribe,口夂貝,bribe,Human_activities,Money_and_Commerce
路,2113,path:route:road:distance,口夂足,,,
露,2114,dew:tears:expose:Russia,口夂足雨,dew,Nature,Weather
老,2115,old man:old age:grow old,,old,Time,
労,2116,labor:thank for:reward for:toil:trouble,冖力尚,,,
弄,2117,play with:tamper:trifle with,廾玉,,,
郎,2118,son:counter for sons,艮.阝,"son, boy",People,General
朗,2119,melodious:clear:bright:serene:cheerful,月艮,,,
浪,2120,wandering:waves:billows:reckless:unrestrained,艮氵,,,
廊,2121,corridor:hall:tower,广艮.阝,,,
楼,2122,watchtower:lookout:high building,女木米,,,
漏,2123,leak:escape:time,尸雨氵,,,
籠,2124,basket:devote oneself:seclude oneself:cage:coop:implied,月立竹,basket,Artificial_Structures_and_Products,Miscellaneous_Manufactured_Items
六,2125,six,亠八,6,Numbers,
録,2126,record,彐水金隶,,,
麓,2127,foot of a mountain,广木比鹿,foot of mountain,Nature,Land_and_Topography
論,2128,argument:discourse,｜言个冊,discourse,Human_activities,Language_and_Communication
和,2129,harmony:Japanese style:peace:soften:Japan,口禾,,,
話,2130,tale:talk,口舌言,speak,Human_activities,Language_and_Communication
賄,2131,bribe:board:supply:finance,丿月貝,bribe,Human_activities,Money_and_Commerce
脇,2132,armpit:the other way:another place:flank:supporting role,力月,armpit,Body,Limbs
惑,2133,beguile:delusion:perplexity,口心戈,bewilderment,Emotions_and_Senses,Emotions
枠,2134,frame:framework:spindle:spool:bounding-box:(kokuji),十木九,"border, frame",Physical_Attributes_and_Properties,Form_and_Shape
湾,2135,gulf:bay:inlet,亠弓氵,bay or gulf,Nature,Land_and_Topography
腕,2136,arm:ability:talent,卩夕宀月,arm,Body,Limbs
